STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,UATYPE20
"08","123","001410","08123001410","14.10",Census Tract 14.10,G5020,S,3075777,0,"+40.4143845","-104.7455235",U
"08","123","001004","08123001004","10.04",Census Tract 10.04,G5020,S,4357763,65877,"+40.3813517","-104.6861401",U
"08","123","001416","08123001416","14.16",Census Tract 14.16,G5020,S,15337843,411544,"+40.4390844","-104.7777600",U
"08","123","001417","08123001417","14.17",Census Tract 14.17,G5020,S,1772911,19098,"+40.4322991","-104.7445787",
"08","031","000904","08031000904","9.04",Census Tract 9.04,G5020,S,1241246,0,"+39.7304588","-105.0466729",U
"08","031","003601","08031003601","36.01",Census Tract 36.01,G5020,S,1326341,0,"+39.7671839","-104.9662007",U
"08","031","006812","08031006812","68.12",Census Tract 68.12,G5020,S,1987595,0,"+39.6601119","-104.9108556",U
"08","031","002300","08031002300","23",Census Tract 23,G5020,S,1458490,0,"+39.7563555","-104.9665589",U
"08","031","005102","08031005102","51.02",Census Tract 51.02,G5020,S,1624912,0,"+39.6875556","-104.9269973",U
"08","031","001301","08031001301","13.01",Census Tract 13.01,G5020,S,1830813,57105,"+39.7048065","-105.0186498",U
"08","031","001302","08031001302","13.02",Census Tract 13.02,G5020,S,2101761,13495,"+39.7030892","-105.0023728",U
"08","031","001401","08031001401","14.01",Census Tract 14.01,G5020,S,2088740,0,"+39.6932437","-105.0098557",U
"08","031","001402","08031001402","14.02",Census Tract 14.02,G5020,S,1671506,0,"+39.6859195","-105.0128604",U
"08","031","001403","08031001403","14.03",Census Tract 14.03,G5020,S,2899251,42621,"+39.6809562","-104.9932566",U
"08","123","001407","08123001407","14.07",Census Tract 14.07,G5020,S,4039392,0,"+40.4007214","-104.7945307",U
"08","005","007302","08005007302","73.02",Census Tract 73.02,G5020,S,1305058,0,"+39.7383750","-104.8653843",U
"08","023","972700","08023972700","9727",Census Tract 9727,G5020,S,1624759010,5062663,"+37.1383747","-105.4626729",
"08","031","005300","08031005300","53",Census Tract 53,G5020,S,1136449,0,"+39.6738704","-104.9359526",U
"08","031","005502","08031005502","55.02",Census Tract 55.02,G5020,S,2898229,0,"+39.6459296","-105.0429081",U
"08","031","005503","08031005503","55.03",Census Tract 55.03,G5020,S,2020259,0,"+39.6332722","-105.0407517",U
"08","031","006804","08031006804","68.04",Census Tract 68.04,G5020,S,2223326,0,"+39.6303898","-104.8944364",U
"08","069","002007","08069002007","20.07",Census Tract 20.07,G5020,S,4772230,462880,"+40.3896890","-105.0875000",U
"08","069","002008","08069002008","20.08",Census Tract 20.08,G5020,S,3240035,31630,"+40.3701573","-105.0826800",U
"08","069","001603","08069001603","16.03",Census Tract 16.03,G5020,S,3203405,1363,"+40.5310012","-105.0315956",U
"08","031","006810","08031006810","68.10",Census Tract 68.10,G5020,S,2251981,0,"+39.6462882","-104.8888351",U
"08","031","006813","08031006813","68.13",Census Tract 68.13,G5020,S,1042128,0,"+39.6680755","-104.8709935",U
"08","059","060300","08059060300","603",Census Tract 603,G5020,S,1846140,0,"+39.9055022","-105.0609191",U
"08","059","009823","08059009823","98.23",Census Tract 98.23,G5020,S,1794966,0,"+39.8848582","-105.1218760",U
"08","031","007013","08031007013","70.13",Census Tract 70.13,G5020,S,1254010,0,"+39.6848106","-104.8974864",U
"08","031","007037","08031007037","70.37",Census Tract 70.37,G5020,S,1058750,0,"+39.7036810","-104.8709080",U
"08","031","007088","08031007088","70.88",Census Tract 70.88,G5020,S,2441409,1067,"+39.7020947","-104.8936456",U
"08","123","000501","08123000501","5.01",Census Tract 5.01,G5020,S,984955,0,"+40.4323195","-104.7092434",U
"08","001","009323","08001009323","93.23",Census Tract 93.23,G5020,S,2183021,5172,"+39.8986779","-104.9931394",U
"08","001","009325","08001009325","93.25",Census Tract 93.25,G5020,S,3821813,47867,"+39.9063562","-105.0117384",U
"08","001","009401","08001009401","94.01",Census Tract 94.01,G5020,S,3508567,4691,"+39.8474200","-105.0377226",U
"08","001","008000","08001008000","80",Census Tract 80,G5020,S,1956147,0,"+39.7492605","-104.8564044",U
"08","001","008508","08001008508","85.08",Census Tract 85.08,G5020,S,2506914,28118,"+39.9057790","-104.9491870",U
"08","001","060100","08001060100","601",Census Tract 601,G5020,S,6386819,289277,"+39.9424670","-105.0021415",U
"08","001","060200","08001060200","602",Census Tract 602,G5020,S,4948423,50951,"+39.9246541","-105.0056952",U
"08","041","005202","08041005202","52.02",Census Tract 52.02,G5020,S,1018412,0,"+38.8202286","-104.7623983",U
"08","041","006000","08041006000","60",Census Tract 60,G5020,S,3963049,0,"+38.8469704","-104.7434640",U
"08","111","972600","08111972600","9726",Census Tract 9726,G5020,S,1003660672,2035929,"+37.7810492","-107.6702567",
"08","001","008538","08001008538","85.38",Census Tract 85.38,G5020,S,11510753,11378,"+39.8822633","-104.7869295",
"08","001","015000","08001015000","150",Census Tract 150,G5020,S,14102660,1158247,"+39.8212115","-104.9680224",U
"08","097","000500","08097000500","5",Census Tract 5,G5020,S,1188520485,4804056,"+39.2176140","-106.6821442",
"08","097","000402","08097000402","4.02",Census Tract 4.02,G5020,S,88332551,0,"+39.0940820","-106.8862935",
"08","035","014504","08035014504","145.04",Census Tract 145.04,G5020,S,6443624,0,"+39.3682701","-104.8427247",U
"08","041","005122","08041005122","51.22",Census Tract 51.22,G5020,S,36853018,59661,"+38.9065029","-104.6568768",
"08","093","000102","08093000102","1.02",Census Tract 1.02,G5020,S,109229265,150027,"+39.4886923","-105.4473692",
"08","093","000101","08093000101","1.01",Census Tract 1.01,G5020,S,385270376,493456,"+39.5056713","-105.6613297",
"08","083","969302","08083969302","9693.02",Census Tract 9693.02,G5020,S,20823755,60460,"+37.3784257","-108.5638393",U
"08","043","979400","08043979400","9794",Census Tract 9794,G5020,S,365181322,106131,"+38.3175394","-105.1010756",
"08","037","000401","08037000401","4.01",Census Tract 4.01,G5020,S,190520749,620623,"+39.7127553","-106.5636189",
"08","037","000701","08037000701","7.01",Census Tract 7.01,G5020,S,20076385,32651,"+39.6198320","-106.4086044",U
"08","037","000302","08037000302","3.02",Census Tract 3.02,G5020,S,598501128,3496885,"+39.4172672","-106.9990714",
"08","037","000502","08037000502","5.02",Census Tract 5.02,G5020,S,36130006,169001,"+39.5902514","-106.4766599",U
"08","037","000501","08037000501","5.01",Census Tract 5.01,G5020,S,49986168,134534,"+39.5904401","-106.5316939",U
"08","037","000402","08037000402","4.02",Census Tract 4.02,G5020,S,168446103,749450,"+39.5876465","-106.5954840",
"08","037","000702","08037000702","7.02",Census Tract 7.02,G5020,S,45577875,39314,"+39.6057777","-106.3288187",U
"08","037","000301","08037000301","3.01",Census Tract 3.01,G5020,S,23919027,161550,"+39.3913241","-107.0945995",
"08","037","000703","08037000703","7.03",Census Tract 7.03,G5020,S,222355228,483052,"+39.6759515","-106.3083175",
"08","013","013703","08013013703","137.03",Census Tract 137.03,G5020,S,179057017,2253550,"+40.0689428","-105.4729686",
"08","013","013705","08013013705","137.05",Census Tract 137.05,G5020,S,161508384,2237894,"+39.9784146","-105.6234706",
"08","013","013706","08013013706","137.06",Census Tract 137.06,G5020,S,176989301,1725158,"+39.9803825","-105.4053762",
"08","103","951100","08103951100","9511",Census Tract 9511,G5020,S,5156134112,4833853,"+39.9734231","-107.9122899",
"08","103","951200","08103951200","9512",Census Tract 9512,G5020,S,3186140902,34258,"+39.9402205","-108.6653685",
"08","014","031103","08014031103","311.03",Census Tract 311.03,G5020,S,4910852,607133,"+39.8984963","-105.1483444",U
"08","101","001100","08101001100","11",Census Tract 11,G5020,S,1395413,0,"+38.2731433","-104.5764630",U
"08","101","000800","08101000800","8",Census Tract 8,G5020,S,2083698,33230,"+38.2785522","-104.5962586",U
"08","101","001200","08101001200","12",Census Tract 12,G5020,S,2664048,29704,"+38.2650500","-104.5837283",U
"08","101","001800","08101001800","18",Census Tract 18,G5020,S,1121739,0,"+38.2558849","-104.6381485",U
"08","049","000205","08049000205","2.05",Census Tract 2.05,G5020,S,288866875,134029,"+40.0201859","-105.9675753",
"08","049","000207","08049000207","2.07",Census Tract 2.07,G5020,S,1248267738,18504377,"+40.0990834","-105.7570366",
"08","049","000204","08049000204","2.04",Census Tract 2.04,G5020,S,260570131,37486,"+39.8370654","-105.8543375",
"08","049","000203","08049000203","2.03",Census Tract 2.03,G5020,S,104778995,51753,"+39.8949980","-105.7398918",
"08","049","000206","08049000206","2.06",Census Tract 2.06,G5020,S,34564710,20907070,"+40.1826760","-105.8388897",
"08","011","966702","08011966702","9667.02",Census Tract 9667.02,G5020,S,3907217948,72203281,"+37.9318907","-103.0775841",
"08","011","966701","08011966701","9667.01",Census Tract 9667.01,G5020,S,11037200,938237,"+38.0603478","-103.2000992",
"08","031","003703","08031003703","37.03",Census Tract 37.03,G5020,S,681502,0,"+39.7361181","-104.9450408",U
"08","031","003901","08031003901","39.01",Census Tract 39.01,G5020,S,3003056,0,"+39.7049974","-104.9504525",U
"08","031","004104","08031004104","41.04",Census Tract 41.04,G5020,S,1963411,0,"+39.7565128","-104.9128475",U
"08","005","082300","08005082300","823",Census Tract 823,G5020,S,1228043,0,"+39.6813347","-104.8029832",U
"08","005","080800","08005080800","808",Census Tract 808,G5020,S,914502,0,"+39.6993931","-104.8390645",U
"08","005","080000","08005080000","800",Census Tract 800,G5020,S,1331488,0,"+39.7073828","-104.8564247",U
"08","031","002901","08031002901","29.01",Census Tract 29.01,G5020,S,995464,0,"+39.7038284","-104.9839316",U
"08","005","081600","08005081600","816",Census Tract 816,G5020,S,3120068,0,"+39.6589508","-104.8126064",
"08","005","082500","08005082500","825",Census Tract 825,G5020,S,1258131,0,"+39.6608395","-104.7957759",U
"08","031","003101","08031003101","31.01",Census Tract 31.01,G5020,S,516843,0,"+39.7487003","-104.9665497",U
"08","031","003102","08031003102","31.02",Census Tract 31.02,G5020,S,868796,0,"+39.7433727","-104.9665826",U
"08","005","084500","08005084500","845",Census Tract 845,G5020,S,726827,0,"+39.6561257","-104.7851302",U
"08","085","966202","08085966202","9662.02",Census Tract 9662.02,G5020,S,653000121,2451952,"+38.5946302","-107.7398148",
"08","085","966501","08085966501","9665.01",Census Tract 9665.01,G5020,S,606965730,1278814,"+38.4425855","-107.6997914",
"08","085","966503","08085966503","9665.03",Census Tract 9665.03,G5020,S,73359608,0,"+38.5156793","-107.8245038",
"08","085","966201","08085966201","9662.01",Census Tract 9662.01,G5020,S,971891367,450242,"+38.5334305","-108.2464022",
"08","085","966602","08085966602","9666.02",Census Tract 9666.02,G5020,S,579855460,60012,"+38.4307037","-108.0136069",
"08","085","966601","08085966601","9666.01",Census Tract 9666.01,G5020,S,16902953,0,"+38.4543939","-107.8880858",U
"08","085","966502","08085966502","9665.02",Census Tract 9665.02,G5020,S,7881737,0,"+38.4701984","-107.8368284",
"08","059","009852","08059009852","98.52",Census Tract 98.52,G5020,S,9445519,162688,"+39.7859320","-105.1492101",U
"08","059","009850","08059009850","98.50",Census Tract 98.50,G5020,S,54879949,179079,"+39.7299526","-105.2977455",U
"08","059","011402","08059011402","114.02",Census Tract 114.02,G5020,S,1709705,0,"+39.7466687","-105.0748591",U
"08","059","012059","08059012059","120.59",Census Tract 120.59,G5020,S,1946650,0,"+39.5738120","-105.0912513",U
"08","015","000402","08015000402","4.02",Census Tract 4.02,G5020,S,460118796,93951,"+38.8890399","-106.0430897",
"08","035","013911","08035013911","139.11",Census Tract 139.11,G5020,S,36056000,5394,"+39.4899314","-104.6902364",
"08","035","014009","08035014009","140.09",Census Tract 140.09,G5020,S,3670688,0,"+39.5098057","-104.7806828",U
"08","035","014604","08035014604","146.04",Census Tract 146.04,G5020,S,65189295,0,"+39.3344845","-104.7713617",
"08","059","009824","08059009824","98.24",Census Tract 98.24,G5020,S,2597279,93009,"+39.8858391","-105.1103974",U
"08","051","963900","08051963900","9639",Census Tract 9639,G5020,S,4262311856,41566875,"+38.6085672","-107.2476179",
"08","051","963800","08051963800","9638",Census Tract 9638,G5020,S,845104236,774727,"+38.8800767","-106.9327790",
"08","031","008304","08031008304","83.04",Census Tract 83.04,G5020,S,934491,0,"+39.7938634","-104.8415724",
"08","031","008305","08031008305","83.05",Census Tract 83.05,G5020,S,1026177,0,"+39.7943942","-104.8286920",
"08","031","008306","08031008306","83.06",Census Tract 83.06,G5020,S,1366939,0,"+39.7857354","-104.8384214",U
"08","001","009406","08001009406","94.06",Census Tract 94.06,G5020,S,1730102,9038,"+39.8654289","-105.0373523",U
"08","001","009407","08001009407","94.07",Census Tract 94.07,G5020,S,1897314,0,"+39.8599533","-105.0388512",U
"08","001","009409","08001009409","94.09",Census Tract 94.09,G5020,S,3837681,6753,"+39.8928850","-105.0377528",U
"08","001","009410","08001009410","94.10",Census Tract 94.10,G5020,S,2730989,54250,"+39.8770154","-105.0444201",U
"08","001","009411","08001009411","94.11",Census Tract 94.11,G5020,S,1282242,0,"+39.8779975","-105.0297696",U
"08","001","009501","08001009501","95.01",Census Tract 95.01,G5020,S,1087578,0,"+39.8305310","-105.0167737",U
"08","001","009502","08001009502","95.02",Census Tract 95.02,G5020,S,4222952,137321,"+39.8201255","-105.0188398",U
"08","001","008100","08001008100","81",Census Tract 81,G5020,S,2717099,2738,"+39.7466612","-104.8372242",U
"08","001","008200","08001008200","82",Census Tract 82,G5020,S,4497511,2155,"+39.7602795","-104.8368767",U
"08","001","008308","08001008308","83.08",Census Tract 83.08,G5020,S,4311913,0,"+39.7571272","-104.8174833",U
"08","001","008309","08001008309","83.09",Census Tract 83.09,G5020,S,12009467,22102,"+39.7560856","-104.7840024",U
"08","001","008505","08001008505","85.05",Census Tract 85.05,G5020,S,3066014,0,"+39.8921856","-104.9761923",U
"08","001","008506","08001008506","85.06",Census Tract 85.06,G5020,S,1595851,39432,"+39.9080584","-104.9857721",U
"08","001","008507","08001008507","85.07",Census Tract 85.07,G5020,S,2634627,0,"+39.9068554","-104.9682546",U
"08","031","011902","08031011902","119.02",Census Tract 119.02,G5020,S,2446002,0,"+39.6594459","-105.0615228",U
"08","031","011903","08031011903","119.03",Census Tract 119.03,G5020,S,1052078,0,"+39.6650800","-105.0750315",U
"08","031","012001","08031012001","120.01",Census Tract 120.01,G5020,S,1963357,10200,"+39.6443128","-105.0650653",U
"08","001","008524","08001008524","85.24",Census Tract 85.24,G5020,S,4984860,42066,"+39.9411441","-104.9316157",U
"08","001","008526","08001008526","85.26",Census Tract 85.26,G5020,S,7230021,108728,"+39.9487613","-104.9743823",U
"08","041","005300","08041005300","53",Census Tract 53,G5020,S,1490893,0,"+38.8054848","-104.7755214",U
"08","041","005502","08041005502","55.02",Census Tract 55.02,G5020,S,1850724,0,"+38.8900972","-104.7475556",U
"08","041","005601","08041005601","56.01",Census Tract 56.01,G5020,S,1858391,0,"+38.8903551","-104.7296387",U
"08","041","005602","08041005602","56.02",Census Tract 56.02,G5020,S,1512449,0,"+38.8785774","-104.7260525",U
"08","059","980400","08059980400","9804",Census Tract 9804,G5020,S,801490,0,"+39.6417085","-105.1033572",U
"08","041","005114","08041005114","51.14",Census Tract 51.14,G5020,S,2430088,0,"+38.8458435","-104.6912312",
"08","041","004513","08041004513","45.13",Census Tract 45.13,G5020,S,7147564,15326,"+38.7042342","-104.7160698",
"08","041","004708","08041004708","47.08",Census Tract 47.08,G5020,S,2143714,0,"+38.9260728","-104.7359632",U
"08","083","969301","08083969301","9693.01",Census Tract 9693.01,G5020,S,37654467,42236,"+37.3773865","-108.6009039",
"08","101","002923","08101002923","29.23",Census Tract 29.23,G5020,S,161978347,125519,"+38.3858089","-104.7958817",
"08","101","002922","08101002922","29.22",Census Tract 29.22,G5020,S,169074618,258425,"+38.4576438","-104.6660524",
"08","101","002921","08101002921","29.21",Census Tract 29.21,G5020,S,35212117,71028,"+38.3513195","-104.6615195",
"08","101","002920","08101002920","29.20",Census Tract 29.20,G5020,S,22872899,29217,"+38.3532750","-104.6329655",
"08","101","002919","08101002919","29.19",Census Tract 29.19,G5020,S,3550321,0,"+38.3152749","-104.6297790",U
"08","005","007103","08005007103","71.03",Census Tract 71.03,G5020,S,165400307,461714,"+39.6880444","-104.5189211",
"08","005","080500","08005080500","805",Census Tract 805,G5020,S,1264541,0,"+39.6712836","-104.8382120",U
"08","005","083900","08005083900","839",Census Tract 839,G5020,S,1376201,0,"+39.6461495","-104.8243559",U
"08","013","012508","08013012508","125.08",Census Tract 125.08,G5020,S,3490514,55031,"+39.9761681","-105.2348888",U
"08","013","012509","08013012509","125.09",Census Tract 125.09,G5020,S,1764488,51241,"+39.9779451","-105.2504381",U
"08","013","012511","08013012511","125.11",Census Tract 125.11,G5020,S,1923218,11251,"+39.9937073","-105.2411617",U
"08","013","012603","08013012603","126.03",Census Tract 126.03,G5020,S,1763562,0,"+40.0082506","-105.2319886",U
"08","013","012701","08013012701","127.01",Census Tract 127.01,G5020,S,46715929,3674324,"+40.0836920","-105.2399000",
"08","014","031401","08014031401","314.01",Census Tract 314.01,G5020,S,2958884,0,"+39.9897163","-105.0455329",
"08","014","031201","08014031201","312.01",Census Tract 312.01,G5020,S,3413703,0,"+39.9442170","-105.1258220",
"08","014","031202","08014031202","312.02",Census Tract 312.02,G5020,S,2661471,0,"+39.9292022","-105.1003462",U
"08","014","031102","08014031102","311.02",Census Tract 311.02,G5020,S,3060724,3654,"+39.9225963","-105.1416047",U
"08","014","031104","08014031104","311.04",Census Tract 311.04,G5020,S,4068610,7124,"+39.9206930","-105.1171842",U
"08","014","031402","08014031402","314.02",Census Tract 314.02,G5020,S,16480290,124667,"+40.0116024","-104.9853454",U
"08","014","031101","08014031101","311.01",Census Tract 311.01,G5020,S,2318191,16448,"+39.9070604","-105.0943635",U
"08","014","031403","08014031403","314.03",Census Tract 314.03,G5020,S,4035438,0,"+39.9925691","-105.0258027",U
"08","013","012705","08013012705","127.05",Census Tract 127.05,G5020,S,4347056,132676,"+40.0613388","-105.2101787",
"08","013","012708","08013012708","127.08",Census Tract 127.08,G5020,S,5656856,24958,"+40.0644987","-105.1866490",U
"08","013","012709","08013012709","127.09",Census Tract 127.09,G5020,S,9706906,154534,"+40.0579438","-105.1579995",
"08","013","012903","08013012903","129.03",Census Tract 129.03,G5020,S,3872983,9020,"+40.0043586","-105.1136639",U
"08","101","002906","08101002906","29.06",Census Tract 29.06,G5020,S,71812559,477090,"+38.3453572","-104.8701281",
"08","101","002802","08101002802","28.02",Census Tract 28.02,G5020,S,4055143,66834,"+38.2594133","-104.6729809",U
"08","101","000902","08101000902","9.02",Census Tract 9.02,G5020,S,3671486,0,"+38.2918880","-104.5781032",U
"08","101","000903","08101000903","9.03",Census Tract 9.03,G5020,S,1517093,0,"+38.3080395","-104.5763649",
"08","013","012904","08013012904","129.04",Census Tract 129.04,G5020,S,3135349,264951,"+39.9916258","-105.1121571",U
"08","013","012905","08013012905","129.05",Census Tract 129.05,G5020,S,1343391,0,"+39.9942394","-105.0959958",U
"08","013","060900","08013060900","609",Census Tract 609,G5020,S,7774636,24211,"+39.9743022","-105.1069745",U
"08","013","012907","08013012907","129.07",Census Tract 129.07,G5020,S,6492377,59196,"+40.0111446","-105.0792227",
"08","013","013003","08013013003","130.03",Census Tract 130.03,G5020,S,12258156,74058,"+40.0013996","-105.1513933",U
"08","101","000600","08101000600","6",Census Tract 6,G5020,S,904271,0,"+38.2798035","-104.6183713",U
"08","031","004404","08031004404","44.04",Census Tract 44.04,G5020,S,1304208,0,"+39.7365094","-104.8940558",U
"08","031","004403","08031004403","44.03",Census Tract 44.03,G5020,S,1465389,0,"+39.7443925","-104.8948130",U
"08","101","000904","08101000904","9.04",Census Tract 9.04,G5020,S,2489543,0,"+38.2976480","-104.5935598",U
"08","101","000905","08101000905","9.05",Census Tract 9.05,G5020,S,704622,0,"+38.3048546","-104.5969244",U
"08","101","001900","08101001900","19",Census Tract 19,G5020,S,931265,0,"+38.2546787","-104.6229305",U
"08","101","002000","08101002000","20",Census Tract 20,G5020,S,2331295,29951,"+38.2490839","-104.6085365",U
"08","101","002100","08101002100","21",Census Tract 21,G5020,S,782634,0,"+38.2423764","-104.6175057",U
"08","101","002200","08101002200","22",Census Tract 22,G5020,S,795058,0,"+38.2313536","-104.6157760",U
"08","013","013004","08013013004","130.04",Census Tract 130.04,G5020,S,1999004,112408,"+39.9804585","-105.1574112",U
"08","013","013005","08013013005","130.05",Census Tract 130.05,G5020,S,1940404,923,"+39.9796050","-105.1409438",U
"08","013","013006","08013013006","130.06",Census Tract 130.06,G5020,S,3174558,12053,"+39.9695757","-105.1432708",U
"08","013","013205","08013013205","132.05",Census Tract 132.05,G5020,S,22817209,23594,"+40.0939236","-105.1418024",
"08","013","013207","08013013207","132.07",Census Tract 132.07,G5020,S,5458985,1060972,"+40.1905286","-105.1535318",
"08","041","003914","08041003914","39.14",Census Tract 39.14,G5020,S,52350052,175232,"+39.0047994","-104.5678377",U
"08","041","007302","08041007302","73.02",Census Tract 73.02,G5020,S,23462455,0,"+39.0837470","-104.7867073",
"08","041","007203","08041007203","72.03",Census Tract 72.03,G5020,S,5063709,13400,"+39.0472997","-104.8361013",
"08","041","004518","08041004518","45.18",Census Tract 45.18,G5020,S,16880506,38065,"+38.7491088","-104.6640028",
"08","041","007204","08041007204","72.04",Census Tract 72.04,G5020,S,9871645,11563,"+39.0399227","-104.8056068",
"08","041","007105","08041007105","71.05",Census Tract 71.05,G5020,S,12266675,15049,"+38.9789777","-104.7299552",U
"08","041","007206","08041007206","72.06",Census Tract 72.06,G5020,S,8765574,0,"+39.0149234","-104.7903251",U
"08","041","005116","08041005116","51.16",Census Tract 51.16,G5020,S,1976000,0,"+38.8923288","-104.6916292",U
"08","031","003701","08031003701","37.01",Census Tract 37.01,G5020,S,1873267,120383,"+39.7444161","-104.9509827",U
"08","031","003702","08031003702","37.02",Census Tract 37.02,G5020,S,706200,0,"+39.7365218","-104.9543646",U
"08","031","004102","08031004102","41.02",Census Tract 41.02,G5020,S,3925737,0,"+39.7729381","-104.9128331",U
"08","031","004103","08031004103","41.03",Census Tract 41.03,G5020,S,1899572,0,"+39.7565221","-104.9314085",U
"08","007","974202","08007974202","9742.02",Census Tract 9742.02,G5020,S,18365298,848846,"+37.2591630","-107.0951097",
"08","007","974201","08007974201","9742.01",Census Tract 9742.01,G5020,S,56162361,351699,"+37.2731463","-107.1497672",
"08","005","015100","08005015100","151",Census Tract 151,G5020,S,1503320,0,"+39.6677274","-104.9216215",U
"08","041","006302","08041006302","63.02",Census Tract 63.02,G5020,S,1712445,0,"+38.8191714","-104.7501605",U
"08","041","004402","08041004402","44.02",Census Tract 44.02,G5020,S,16031099,0,"+38.7427801","-104.7736956",U
"08","041","006901","08041006901","69.01",Census Tract 69.01,G5020,S,2815178,0,"+38.9471916","-104.7309468",U
"08","031","015300","08031015300","153",Census Tract 153,G5020,S,1137447,0,"+39.7040164","-104.9262860",U
"08","005","006808","08005006808","68.08",Census Tract 68.08,G5020,S,3807645,0,"+39.6167928","-104.8622636",
"08","005","006815","08005006815","68.15",Census Tract 68.15,G5020,S,3210393,0,"+39.5941023","-104.8730971",U
"08","005","080200","08005080200","802",Census Tract 802,G5020,S,2596945,0,"+39.6893212","-104.8565770",U
"08","005","081800","08005081800","818",Census Tract 818,G5020,S,2119140,0,"+39.7329918","-104.8176956",U
"08","005","081900","08005081900","819",Census Tract 819,G5020,S,2623712,0,"+39.7329148","-104.8006150",U
"08","123","001411","08123001411","14.11",Census Tract 14.11,G5020,S,2575107,0,"+40.4141393","-104.7657250",U
"08","005","080100","08005080100","801",Census Tract 801,G5020,S,1421058,0,"+39.7002088","-104.8579606",U
"08","035","014139","08035014139","141.39",Census Tract 141.39,G5020,S,3747315,3147,"+39.5548902","-104.9333338",U
"08","005","080900","08005080900","809",Census Tract 809,G5020,S,1677433,0,"+39.7066477","-104.8371554",U
"08","005","080700","08005080700","807",Census Tract 807,G5020,S,2523857,0,"+39.6893112","-104.8380769",U
"08","005","080300","08005080300","803",Census Tract 803,G5020,S,2526554,0,"+39.6749395","-104.8564218",U
"08","005","080400","08005080400","804",Census Tract 804,G5020,S,2416529,0,"+39.6639916","-104.8501632",U
"08","031","002902","08031002902","29.02",Census Tract 29.02,G5020,S,1263474,0,"+39.7015908","-104.9767276",U
"08","031","003002","08031003002","30.02",Census Tract 30.02,G5020,S,1441148,0,"+39.6731774","-104.9806072",U
"08","031","003004","08031003004","30.04",Census Tract 30.04,G5020,S,2160881,0,"+39.6703064","-104.9660659",U
"08","123","002004","08123002004","20.04",Census Tract 20.04,G5020,S,10187616,0,"+40.0802278","-104.9419367",
"08","123","002005","08123002005","20.05",Census Tract 20.05,G5020,S,18421979,16325,"+40.0416936","-104.9579437",
"08","123","002019","08123002019","20.19",Census Tract 20.19,G5020,S,12930567,1566710,"+40.1565296","-104.9554392",U
"08","123","002018","08123002018","20.18",Census Tract 20.18,G5020,S,2636609,0,"+40.1350660","-104.9611638",U
"08","123","002006","08123002006","20.06",Census Tract 20.06,G5020,S,39773849,162894,"+40.0353669","-104.9127103",U
"08","005","082400","08005082400","824",Census Tract 824,G5020,S,2078667,0,"+39.6736798","-104.7991215",U
"08","081","000500","08081000500","5",Census Tract 5,G5020,S,9507070,0,"+40.5227088","-107.5386670",U
"08","081","000400","08081000400","4",Census Tract 4,G5020,S,7422349,0,"+40.5229310","-107.5645542",U
"08","081","000300","08081000300","3",Census Tract 3,G5020,S,420740762,1773556,"+40.5644916","-107.4825927",
"08","035","014013","08035014013","140.13",Census Tract 140.13,G5020,S,41384004,0,"+39.4215739","-104.7976637",
"08","035","014506","08035014506","145.06",Census Tract 145.06,G5020,S,200122032,115775,"+39.2364659","-104.8203999",
"08","035","014125","08035014125","141.25",Census Tract 141.25,G5020,S,17298213,5755,"+39.5045943","-104.8818577",U
"08","035","014131","08035014131","141.31",Census Tract 141.31,G5020,S,13385068,1044125,"+39.5529540","-105.0316860",
"08","035","014135","08035014135","141.35",Census Tract 141.35,G5020,S,67303845,21091,"+39.4807982","-104.9724592",U
"08","035","014203","08035014203","142.03",Census Tract 142.03,G5020,S,18806717,0,"+39.4525247","-105.0828338",U
"08","035","014128","08035014128","141.28",Census Tract 141.28,G5020,S,2070224,0,"+39.5374076","-105.0046584",U
"08","035","014404","08035014404","144.04",Census Tract 144.04,G5020,S,238354628,125188,"+39.2083615","-105.0205776",
"08","035","014603","08035014603","146.03",Census Tract 146.03,G5020,S,6574132,0,"+39.3785915","-104.8025716",U
"08","035","014505","08035014505","145.05",Census Tract 145.05,G5020,S,14774980,0,"+39.3467247","-104.8394936",
"08","035","014405","08035014405","144.05",Census Tract 144.05,G5020,S,9218652,0,"+39.4112636","-104.9048678",U
"08","005","082000","08005082000","820",Census Tract 820,G5020,S,3237489,22279,"+39.7178350","-104.8018751",U
"08","005","082200","08005082200","822",Census Tract 822,G5020,S,1954645,0,"+39.6911551","-104.8004673",U
"08","005","081400","08005081400","814",Census Tract 814,G5020,S,2653239,0,"+39.6754486","-104.8194382",U
"08","005","084100","08005084100","841",Census Tract 841,G5020,S,1540917,0,"+39.6486812","-104.7818046",U
"08","005","084200","08005084200","842",Census Tract 842,G5020,S,1482396,0,"+39.6415211","-104.7784674",U
"08","005","084300","08005084300","843",Census Tract 843,G5020,S,1192530,0,"+39.6488691","-104.7654208",U
"08","005","084400","08005084400","844",Census Tract 844,G5020,S,1060226,0,"+39.6441319","-104.7579532",U
"08","005","085700","08005085700","857",Census Tract 857,G5020,S,1679297,0,"+39.6301213","-104.7843603",U
"08","081","000600","08081000600","6",Census Tract 6,G5020,S,11847273640,18029855,"+40.6619040","-108.2045350",
